Branch_ID,Dealer_ID,Model_ID,Revenue,Units_Sold,Date_ID,Day,Month,Year,BranchName,DealerName,Product_Name
BR0317,DLR0179,Ren-M129,7980454,2,DT00158,24,9,2017,Checker Motors,Simca Motors,Renault
BR0318,DLR0159,Lex-M99,14293562,2,DT00159,29,5,2017,Checker Motors,Porsche Motors,Lexus
BR0321,DLR0033,Cad-M33,3001169,1,DT00161,2,2,2017,Chevrolet Motors,Chevrolet Motors,Cadillac
BR0322,DLR0013,BMW-M3,4423641,1,DT00161,7,10,2017,Chevrolet Motors,Aston Martin Motors,BMW
BR0323,DLR0260,BMW-M250,7840152,2,DT00162,11,6,2017,Chevrolet Motors,Aston Martin Motors,BMW
BR0324,DLR0240,Hon-M220,14323572,3,DT00162,13,2,2017,Chevrolet Motors,Clemens Automobile Company Building,Honda
BR0328,DLR0160,Toy-M100,19030767,3,DT00163,30,5,2017,Chevrolet Motors,Premier Motors,Toyota
BR0329,DLR0140,Hon-M70,5047944,2,DT00163,1,2,2017,Chevrolet Motors,Nissan India Motors,Honda
BR0331,DLR0034,Cad-M34,19425790,2,DT00164,3,2,2017,Chevrolet India Motors,Chevrolet India Motors,Cadillac
BR0332,DLR0014,BMW-M4,19779771,3,DT00164,8,10,2017,Chevrolet India Motors,Audi Motors,BMW
BR0333,DLR0261,MG-M251,21458625,3,DT00165,12,6,2017,Chevrolet India Motors,Audi Motors,MG
BR0334,DLR0241,For-M221,9655398,2,DT00165,14,2,2017,Chevrolet India Motors,Colman Automotive Building,Ford
BR0337,DLR0181,Ren-M131,13498826,2,DT00166,26,9,2017,Chevrolet India Motors,Singer Motors,Renault
BR0338,DLR0161,Toy-M101,2102115,1,DT00166,31,5,2017,Chevrolet India Motors,Proton Motors,Toyota
BR0339,DLR0141,Hon-M71,23298537,3,DT00167,2,2,2017,Chevrolet India Motors,Noble Motors,Honda
BR0341,DLR0035,Cad-M35,15268707,3,DT00167,4,2,2017,Chrysler Motors,Chrysler Motors,Cadillac
BR0342,DLR0015,BMW-M5,23878338,3,DT00168,9,10,2017,Chrysler Motors,Autobianchi Motors,BMW
BR0344,DLR0242,For-M222,5683188,1,DT00168,15,2,2017,Chrysler Motors,H Street Playhouse,Ford
BR0347,DLR0182,Ren-M132,809825,1,DT00169,27,9,2017,Chrysler Motors,Skoda Motors,Renault
BR0349,DLR0142,Hyu-M72,7857724,1,DT00169,3,2,2017,Chrysler Motors,NSU Motors,Hyundai
BR0350,DLR0122,Che-M42,15858531,3,DT00170,8,10,2017,Chrysler Motors,Mazda Motors,Chevrolet
BR0351,DLR0036,Cad-M36,19737520,2,DT00171,5,2,2017,Chrysler Europe Motors,Chrysler Europe Motors,Cadillac
BR0352,DLR0016,Mer-M6,25485213,3,DT00172,10,10,2017,Chrysler Europe Motors,Auto-Union Motors,Mercedes-Benz
BR0353,DLR0263,Jee-M253,1977151,1,DT00172,14,6,2017,Chrysler Europe Motors,Auto-Union Motors,Jeep
BR0354,DLR0243,For-M223,494316,3,DT00173,16,2,2017,Chrysler Europe Motors,Howard Motor Company Building,Ford
BR0357,DLR0183,Toy-M133,2136798,2,DT00174,28,9,2017,Chrysler Europe Motors,Smart Motors,Toyota
BR0359,DLR0143,Hyu-M73,7206187,1,DT00174,4,2,2017,Chrysler Europe Motors,Oldsmobile Motors,Hyundai
BR0360,DLR0123,Che-M43,3927363,3,DT00175,9,10,2017,Chrysler Europe Motors,Mazzanti Motors,Chevrolet
BR0362,DLR0017,Mer-M7,3472263,3,DT00176,11,10,2017,Citroën Motors,Auverland Motors,Mercedes-Benz
BR0363,DLR0264,Jee-M254,22828896,3,DT00177,15,6,2017,Citroën Motors,Auverland Motors,Jeep
BR0364,DLR0244,For-M224,5601846,2,DT00177,17,2,2017,Citroën Motors,Hupmobile Building,Ford
BR0367,DLR0184,Toy-M134,16953594,2,DT00178,29,9,2017,Citroën Motors,Spyker Motors,Toyota
BR0368,DLR0164,Toy-M104,3153932,2,DT00179,3,6,2017,Citroën Motors,Reliant Motors,Toyota
BR0369,DLR0144,Hyu-M74,10504860,2,DT00180,5,2,2017,Citroën Motors,,Hyundai
BR0371,DLR0038,Cad-M38,7654362,2,DT00181,7,2,2017,Cizeta-Moroder Motors,Cizeta-Moroder Motors,Cadillac
BR0372,DLR0018,Mer-M8,6440358,2,DT00182,12,10,2017,Cizeta-Moroder Motors,Bentley Motors,Mercedes-Benz
BR0375,DLR0225,Toy-M195,17942361,3,DT00182,23,10,2017,Cizeta-Moroder Motors,Talbot  Motors,Toyota
BR0378,DLR0165,Toy-M105,13772301,3,DT00183,4,6,2017,Cizeta-Moroder Motors,Renault Motors,Toyota
BR0379,DLR0145,Hyu-M75,8312583,1,DT00183,6,2,2017,Cizeta-Moroder Motors,Opel Motors,Hyundai
BR0380,DLR0125,Che-M45,5923920,3,DT00184,11,10,2017,Cizeta-Moroder Motors,Mercedes-Benz (including Maybach) Motors,Chevrolet
BR0381,DLR0039,Cad-M39,4722916,2,DT00184,8,2,2017,Dacia Motors,Dacia Motors,Cadillac
BR0382,DLR0019,Dod-M9,15922974,2,DT00185,13,10,2017,Dacia Motors,Bitter Motors,Dodge
BR0383,DLR0266,Vol-M256,19070698,2,DT00186,17,6,2017,Dacia Motors,Bitter Motors,Volkswagen
BR0384,DLR0246,For-M226,7885366,2,DT00187,19,2,2017,Dacia Motors,Jones Motor Company,Ford
BR0385,DLR0226,Toy-M196,4149040,2,DT00188,24,10,2017,Dacia Motors,Das Motors,Toyota
BR0387,DLR0186,Vol-M136,8465856,1,DT00188,1,10,2017,Dacia Motors,Standard-Triumph Motors,Volkswagen
BR0388,DLR0166,Toy-M106,12776376,2,DT00189,5,6,2017,Dacia Motors,Rivian Motors,Toyota
BR0391,DLR0040,Che-M40,28009680,3,DT00191,9,2,2017,"Daewoo, Saehan, Chevrolet Korea Motors","Daewoo, Saehan, Chevrolet Korea Motors",Chevrolet
BR0392,DLR0020,Jee-M10,9031813,1,DT00191,14,10,2017,"Daewoo, Saehan, Chevrolet Korea Motors",BMW Motors,Jeep
BR0393,DLR0267,Vol-M257,11635732,2,DT00192,18,6,2017,"Daewoo, Saehan, Chevrolet Korea Motors",BMW Motors,Volkswagen
BR0395,DLR0227,Toy-M197,7719978,2,DT00192,25,10,2017,"Daewoo, Saehan, Chevrolet Korea Motors",Ramani Motors,Toyota
BR0397,DLR0187,Mar-M137,6771021,3,DT00193,2,10,2017,"Daewoo, Saehan, Chevrolet Korea Motors",Studebaker Motors,Maruti Suzuki
BR0399,DLR0147,Kia-M77,29480649,3,DT00194,8,2,2017,"Daewoo, Saehan, Chevrolet Korea Motors",Pagani Motors,Kia
BR0400,DLR0127,Che-M47,3396933,1,DT00194,13,10,2017,"Daewoo, Saehan, Chevrolet Korea Motors",Merkur Motors,Chevrolet
BR0402,DLR0021,Jee-M11,8830740,3,DT00195,15,10,2017,DAF Motors,Bond Motors,Jeep
BR0403,DLR0001,Vol-M258,7989019,1,DT00195,19,6,2017,DAF Motors,AC Cars Motors,Volkswagen
BR0404,DLR0248,Aud-M228,9113729,1,DT00196,21,2,2017,DAF Motors,AC Cars Motors,Audi
BR0405,DLR0228,Toy-M198,18507800,2,DT00197,26,10,2017,DAF Motors,Deccan Motors,Toyota
BR0407,DLR0188,Mar-M138,18944259,3,DT00198,3,10,2017,DAF Motors,Subaru Motors,Maruti Suzuki
BR0408,DLR0168,Vol-M108,25448304,3,DT00199,7,6,2017,DAF Motors,Saab Motors,Volkswagen
BR0409,DLR0148,Kia-M78,11579523,3,DT00200,9,2,2017,DAF Motors,Panhard Motors,Kia
BR0410,DLR0128,Che-M48,13471854,3,DT00200,14,10,2017,DAF Motors,Messerschmitt Motors,Chevrolet
BR0411,DLR0042,Che-M42,18106066,2,DT00202,11,2,2017,Daihatsu Motors,Daihatsu Motors,Chevrolet
BR0412,DLR0022,Jee-M12,22875579,3,DT00202,16,10,2017,Daihatsu Motors,Borgward (including Goliath and Lloyd) Motors,Jeep
BR0413,DLR0002,Vol-M259,8281269,3,DT00203,20,6,2017,Daihatsu Motors,Acura Motors,Volkswagen
BR0414,DLR0249,Aud-M229,10410296,2,DT00204,22,2,2017,Daihatsu Motors,Acura Motors,Audi
BR0415,DLR0229,Toy-M199,8305590,3,DT00204,27,10,2017,Daihatsu Motors,Herald Motors,Toyota
BR0417,DLR0189,Mar-M139,4192176,1,DT00205,4,10,2017,Daihatsu Motors,Sunbeam Motors,Maruti Suzuki
BR0418,DLR0169,Vol-M109,5443287,1,DT00205,8,6,2017,Daihatsu Motors,SAIC Motor Motors,Volkswagen
BR0419,DLR0149,Inf-M79,16232652,3,DT00206,10,2,2017,Daihatsu Motors,Panoz Motors,Infiniti
BR0420,DLR0129,Che-M49,13134435,3,DT00207,15,10,2017,Daihatsu Motors,Mia Motors,Chevrolet
BR0422,DLR0023,Jee-M13,3488930,1,DT00207,17,10,2017,Daimler Motors,Bristol Motors,Jeep
BR0423,DLR0003,Vol-M260,1408708,1,DT00208,21,6,2017,Daimler Motors,Aixam-Mega (including Arola) Motors,Volkswagen
BR0424,DLR0250,Aud-M230,17499968,2,DT00210,23,2,2017,Daimler Motors,Aixam-Mega (including Arola) Motors,Audi
BR0426,DLR0175,Vol-M135,7718804,1,DT00210,27,5,2017,Anadol Motors,Saturn Motors,Volkswagen
BR0427,DLR0190,Mar-M140,9894550,1,DT00211,5,10,2017,Daimler Motors,Suzuki Motors,Maruti Suzuki
BR0429,DLR0150,Nis-M80,2767600,2,DT00211,11,2,2017,Daimler Motors,Panther Motors,Nissan
BR0432,DLR0024,Ram-M14,3856866,3,DT00212,18,10,2017,Datsun Motors,British Leyland Motors,Ram
BR0433,DLR0004,Nis-M261,12084375,3,DT00213,22,6,2017,Datsun Motors,Alfa Romeo Motors,Nissan
BR0434,DLR0251,Aud-M231,1712349,3,DT00214,24,2,2017,Datsun Motors,Alfa Romeo Motors,Audi
BR0435,DLR0231,Toy-M201,10582473,3,DT00214,29,10,2017,Datsun Motors,Atlantic Motor Company,Toyota
BR0438,DLR0171,Agr-M111,2318050,2,DT00215,10,6,2017,Datsun Motors,Samsung Motors,Agrale
BR0439,DLR0151,Nis-M81,16232316,3,DT00216,12,2,2017,Datsun Motors,Peel Motors,Nissan
BR0441,DLR0045,Che-M45,2907854,2,DT00216,14,2,2017,Delahaye Motors,Delahaye Motors,Chevrolet
BR0442,DLR0025,Ram-M15,3180226,1,DT00217,19,10,2017,Delahaye Motors,Austin-Healey Motors,Ram
BR0443,DLR0005,Nis-M262,13805602,2,DT00217,23,6,2017,Delahaye Motors,Alpine Motors,Nissan
BR0444,DLR0252,Aud-M232,1637522,1,DT00218,25,2,2017,Delahaye Motors,Alpine Motors,Audi
BR0445,DLR0232,Toy-M202,8805045,3,DT00218,30,10,2017,Delahaye Motors,2008 NRHP-listed,Toyota
BR0447,DLR0192,Mar-M142,6106050,2,DT00219,7,10,2017,Delahaye Motors,Tatra Motors,Maruti Suzuki
BR0450,DLR0132,GMC-M52,7614612,3,DT00220,18,10,2017,Delahaye Motors,Mitsubishi Motors,GMC
BR0451,DLR0046,Che-M46,9805538,2,DT00221,15,2,2017,DeLorean Motors,DeLorean Motors,Chevrolet
BR0452,DLR0026,For-M16,12534236,2,DT00221,20,10,2017,DeLorean Motors,"Austin, Rover Motors",Ford
BR0454,DLR0253,Aud-M233,6462394,2,DT00222,26,2,2017,DeLorean Motors,Alvis Motors,Audi
BR0455,DLR0233,Toy-M203,10448502,2,DT00222,31,10,2017,DeLorean Motors,Blankinship Motor Company Building,Toyota
BR0457,DLR0193,Mar-M143,28280070,3,DT00223,8,10,2017,DeLorean Motors,Tazzari Motors,Maruti Suzuki
BR0458,DLR0173,Agr-M113,6787214,2,DT00223,12,6,2017,DeLorean Motors,Santa Matilde Motors,Agrale
BR0459,DLR0153,Nis-M83,24961737,3,DT00224,14,2,2017,DeLorean Motors,Peugeot Motors,Nissan
BR0460,DLR0133,GMC-M53,26010369,3,DT00224,19,10,2017,DeLorean Motors,Monica Motors,GMC
BR0461,DLR0047,Che-M47,13362888,3,DT00225,16,2,2017,DeSoto Motors,DeSoto Motors,Chevrolet
BR0462,DLR0027,For-M17,9993194,1,DT00225,21,10,2017,DeSoto Motors,Bugatti Motors,Ford
BR0463,DLR0007,Nis-M264,13189806,3,DT00226,25,6,2017,DeSoto Motors,"AMC, Eagle Motors",Nissan
BR0464,DLR0254,Aud-M234,16419144,2,DT00226,27,2,2017,DeSoto Motors,"AMC, Eagle Motors",Audi
BR0468,DLR0174,Che-M114,27731796,3,DT00228,13,6,2017,DeSoto Motors,Santana Motors,Chevrolet
BR0469,DLR0154,Nis-M84,2658567,1,DT00229,15,2,2017,DeSoto Motors,PGO Motors,Nissan
BR0470,DLR0134,GMC-M54,5356071,1,DT00229,20,10,2017,DeSoto Motors,Monteverdi Motors,GMC
BR0471,DLR0048,Che-M48,8198552,1,DT00230,17,2,2017,De Tomaso Motors,De Tomaso Motors,Chevrolet
BR0473,DLR0008,Nis-M265,6356301,1,DT00231,26,6,2017,De Tomaso Motors,Anadol Motors,Nissan
BR0474,DLR0255,Aud-M235,24611535,3,DT00231,28,2,2017,De Tomaso Motors,Anadol Motors,Audi
BR0477,DLR0195,Mar-M145,16191680,2,DT00232,10,10,2017,De Tomaso Motors,Tornado Motors,Maruti Suzuki
BR0479,DLR0155,Nis-M85,4768559,1,DT00233,16,2,2017,De Tomaso Motors,Piaggio Motors,Nissan
BR0481,DLR0049,Che-M49,16954836,2,DT00233,18,2,2017,Dodge Motors,Dodge Motors,Chevrolet
BR0482,DLR0029,For-M19,5629200,1,DT00234,23,10,2017,Dodge Motors,Bytom Motors,Ford
BR0483,DLR0009,Nis-M266,1413380,2,DT00234,27,6,2017,Dodge Motors,Ariel Motors,Nissan
BR0484,DLR0256,Aud-M236,4502553,1,DT00235,1,3,2017,Dodge Motors,Ariel Motors,Audi
BR0485,DLR0236,Toy-M206,9393882,2,DT00235,3,11,2017,Dodge Motors,Cadillac Automobile Company Building,Toyota
BR0486,DLR0176,Vol-M136,9950264,1,DT00236,28,5,2017,Ariel Motors,Scion Motors,Volkswagen
BR0487,DLR0196,Mar-M146,16722777,3,DT00237,11,10,2017,Dodge Motors,Toyota Motors,Maruti Suzuki
BR0488,DLR0176,Cit-M116,22175907,3,DT00237,15,6,2017,Dodge Motors,Scion Motors,Citroën
BR0490,DLR0136,GMC-M56,4419316,2,DT00238,22,10,2017,Dodge Motors,Moskwitch Motors,GMC
BR0491,DLR0050,Che-M50,13123946,2,DT00238,19,2,2017,Donkervoort Motors,Donkervoort Motors,Chevrolet
BR0492,DLR0030,For-M20,5124985,1,DT00239,24,10,2017,Donkervoort Motors,Cadillac Motors,Ford
BR0493,DLR0010,Nis-M267,5529707,1,DT00240,28,6,2017,Donkervoort Motors,ARO Motors,Nissan
BR0494,DLR0257,Aud-M237,11745182,2,DT00240,2,3,2017,Donkervoort Motors,ARO Motors,Audi
BR0497,DLR0197,Mar-M147,8911209,1,DT00241,12,10,2017,Donkervoort Motors,Toyota India Motors,Maruti Suzuki
BR0498,DLR0177,Fia-M117,19232882,2,DT00241,16,6,2017,Donkervoort Motors,Seat Motors,Fiat
BR0500,DLR0137,GMC-M57,2711044,1,DT00242,23,10,2017,Donkervoort Motors,Nash Motors,GMC
BR0501,DLR0051,Che-M51,7896011,1,DT00242,20,2,2017,Edsel Motors,Edsel Motors,Chevrolet
BR0502,DLR0031,For-M21,539991,3,DT00243,25,10,2017,Edsel Motors,Caterham Motors,Ford
BR0504,DLR0258,Aud-M238,8968102,2,DT00243,3,3,2017,Edsel Motors,,Audi
BR0505,DLR0238,Ren-M208,3474317,1,DT00244,5,11,2017,Edsel Motors,Cass Motor Sales,Renault
BR0509,DLR0158,Nis-M88,17412786,3,DT00244,19,2,2017,Edsel Motors,"Pontiac, Asüna Motors",Nissan
BR0512,DLR0032,For-M22,12703779,3,DT00245,26,10,2017,e.GO Mobile Motors,Checker Motors,Ford
BR0513,DLR0012,Nis-M269,5104718,2,DT00246,30,6,2017,e.GO Mobile Motors,Asia Motors Motors,Nissan
BR0514,DLR0259,Aud-M239,18335968,2,DT00247,4,3,2017,e.GO Mobile Motors,Asia Motors Motors,Audi
BR0515,DLR0239,Ren-M209,18836902,2,DT00248,6,11,2017,e.GO Mobile Motors,Claremore Auto Dealership,Renault
BR0517,DLR0199,Mar-M149,797190,2,DT00249,14,10,2017,e.GO Mobile Motors,TVR Motors,Maruti Suzuki
BR0519,DLR0159,Nis-M89,8061612,1,DT00251,20,2,2017,e.GO Mobile Motors,Porsche Motors,Nissan
BR0520,DLR0139,Acu-M59,8089428,3,DT00252,25,10,2017,e.GO Mobile Motors,Nissan Motors,Acura
BR0521,DLR0053,GMC-M53,12806852,2,DT00253,22,2,2017,Eicher Polaris Motors,Eicher Polaris Motors,GMC
BR0523,DLR0013,Nis-M270,2133323,1,DT00255,1,7,2017,Eicher Polaris Motors,Aston Martin Motors,Nissan
BR0524,DLR0260,Aud-M240,4947308,1,DT00255,5,3,2017,Eicher Polaris Motors,Aston Martin Motors,Audi
BR0525,DLR0240,Ren-M210,11991464,2,DT00256,7,11,2017,Eicher Polaris Motors,Clemens Automobile Company Building,Renault
BR0527,DLR0200,Mar-M150,2783942,2,DT00257,15,10,2017,Eicher Polaris Motors,UAZ Motors,Maruti Suzuki
BR0528,DLR0180,Hon-M120,23014824,3,DT00257,19,6,2017,Eicher Polaris Motors,Simca do Brasil Motors,Honda
BR0531,DLR0054,GMC-M54,540801,1,DT00258,23,2,2017,Elva Motors,Elva Motors,GMC
BR0533,DLR0014,Sko-M271,10200093,3,DT00258,2,7,2017,Elva Motors,Audi Motors,Skoda
BR0534,DLR0261,Aud-M241,405648,2,DT00259,6,3,2017,Elva Motors,Audi Motors,Audi
BR0537,DLR0201,Mar-M151,1887134,2,DT00259,16,10,2017,Elva Motors,Vauxhall Motors,Maruti Suzuki
BR0538,DLR0181,Mer-M121,944356,1,DT00260,20,6,2017,Elva Motors,Singer Motors,Mercedes-Benz
BR0539,DLR0161,Riv-M91,8815047,1,DT00260,22,2,2017,Elva Motors,Proton Motors,Rivian
BR0542,DLR0035,For-M25,12871174,2,DT00262,29,10,2017,Facel Vega Motors,Chrysler Motors,Ford
BR0544,DLR0262,BMW-M242,4021521,1,DT00263,7,3,2017,Facel Vega Motors,Autobianchi Motors,BMW
BR0546,DLR0177,Mar-M137,11543998,2,DT00263,29,5,2017,ARO Motors,Seat Motors,Maruti Suzuki
BR0551,DLR0056,GMC-M56,27851115,3,DT00265,25,2,2017,Ferrari Motors,Ferrari Motors,GMC
BR0552,DLR0036,For-M26,13663419,3,DT00265,30,10,2017,Ferrari Motors,Chrysler Europe Motors,Ford
BR0553,DLR0016,Sko-M273,2711864,1,DT00266,4,7,2017,Ferrari Motors,Auto-Union Motors,Skoda
BR0555,DLR0243,Kia-M213,7922738,2,DT00267,10,11,2017,Ferrari Motors,Howard Motor Company Building,Kia
BR0559,DLR0163,Sub-M93,14908658,2,DT00267,24,2,2017,Ferrari Motors,Ranger Motors,Subaru
BR0561,DLR0057,GMC-M57,25853679,3,DT00268,26,2,2017,Fiat Motors,Fiat Motors,GMC
BR0562,DLR0037,Lin-M27,2008077,3,DT00269,31,10,2017,Fiat Motors,Citroën Motors,Lincoln
BR0565,DLR0244,Kia-M214,7940381,1,DT00269,11,11,2017,Fiat Motors,Hupmobile Building,Kia
BR0567,DLR0204,Hyu-M154,3528405,1,DT00270,19,10,2017,Fiat Motors,Volkswagen do Brasil Motors,Hyundai
BR0568,DLR0184,Peu-M124,19427550,2,DT00270,23,6,2017,Fiat Motors,Spyker Motors,Peugeot
BR0569,DLR0164,Sub-M94,17420608,2,DT00271,25,2,2017,Fiat Motors,Reliant Motors,Subaru
BR0572,DLR0038,Lin-M28,5780896,1,DT00271,1,11,2017,Fiat do Brasil Motors,Cizeta-Moroder Motors,Lincoln
BR0573,DLR0018,Mit-M275,10853781,3,DT00272,6,7,2017,Fiat do Brasil Motors,Bentley Motors,Mitsubishi
BR0575,DLR0245,Hon-M215,19174448,2,DT00273,12,11,2017,Fiat do Brasil Motors,Jennings Ford Automobile Dealership,Honda
BR0577,DLR0205,Hyu-M155,6933494,1,DT00274,20,10,2017,Fiat do Brasil Motors,Volkswagen South Africa Motors,Hyundai
BR0578,DLR0185,Peu-M125,27378201,3,DT00274,24,6,2017,Fiat do Brasil Motors,SsangYong Motors,Peugeot
BR0579,DLR0165,Sub-M95,12364917,3,DT00275,26,2,2017,Fiat do Brasil Motors,Renault Motors,Subaru
BR0581,DLR0059,Acu-M59,27157551,3,DT00275,28,2,2017,Fiat India Motors,Fiat India Motors,Acura
BR0584,DLR0266,BMW-M246,7605444,1,DT00276,11,3,2017,Fiat India Motors,Bitter Motors,BMW
BR0585,DLR0246,Hon-M216,19788891,3,DT00277,13,11,2017,Fiat India Motors,Jones Motor Company,Honda
BR0588,DLR0186,Peu-M126,5076554,1,DT00278,25,6,2017,Fiat India Motors,Standard-Triumph Motors,Peugeot
BR0590,DLR0146,Hon-M66,22238040,3,DT00278,1,11,2017,Fiat India Motors,Packard Motors,Honda
BR0591,DLR0060,Acu-M60,7166549,1,DT00280,1,3,2017,"Fisker, Karma Motors","Fisker, Karma Motors",Acura
BR0592,DLR0040,Lin-M30,12679842,2,DT00280,3,11,2017,"Fisker, Karma Motors","Daewoo, Saehan, Chevrolet Korea Motors",Lincoln
BR0598,DLR0187,Ren-M127,4101380,2,DT00281,26,6,2017,"Fisker, Karma Motors",Studebaker Motors,Renault
BR0599,DLR0167,Tes-M97,2973343,1,DT00281,28,2,2017,"Fisker, Karma Motors",Rolls-Royce Motors,Tesla
BR0600,DLR0147,Hon-M67,4597215,3,DT00282,2,11,2017,"Fisker, Karma Motors",Pagani Motors,Honda
BR0601,DLR0061,Acu-M61,827032,2,DT00283,2,3,2017,Ford America Motors,Ford America Motors,Acura
BR0602,DLR0041,Bui-M31,14749900,2,DT00283,4,11,2017,Ford America Motors,DAF Motors,Buick
BR0604,DLR0001,BMW-M248,1631227,1,DT00284,13,3,2017,Ford America Motors,AC Cars Motors,BMW
BR0605,DLR0248,Hon-M218,4711108,2,DT00284,15,11,2017,Ford America Motors,AC Cars Motors,Honda
BR0606,DLR0178,Mar-M138,14029425,3,DT00285,30,5,2017,Artega Motors,Shelby SuperCars Motors,Maruti Suzuki
BR0607,DLR0208,Hyu-M158,13525848,2,DT00285,23,10,2017,Ford America Motors,Wiesmann Motors,Hyundai
BR0608,DLR0188,Ren-M128,19488884,2,DT00286,27,6,2017,Ford America Motors,Subaru Motors,Renault
BR0610,DLR0148,Hon-M68,11070153,3,DT00287,3,11,2017,Ford America Motors,Panhard Motors,Honda
BR0611,DLR0062,Acu-M62,887358,2,DT00287,3,3,2017,Ford Australia Motors,Ford Australia Motors,Acura
BR0613,DLR0022,BMW-M2,7619058,2,DT00288,10,7,2017,Ford Australia Motors,Borgward (including Goliath and Lloyd) Motors,BMW
BR0614,DLR0002,BMW-M249,5486357,1,DT00288,14,3,2017,Ford Australia Motors,Acura Motors,BMW
BR0615,DLR0249,Hon-M219,8277025,1,DT00289,16,11,2017,Ford Australia Motors,Acura Motors,Honda
BR0617,DLR0209,Hyu-M159,24713088,3,DT00289,24,10,2017,Ford Australia Motors,Zastava Motors,Hyundai
BR0619,DLR0169,Lex-M99,1071975,1,DT00290,2,3,2017,Ford Australia Motors,SAIC Motor Motors,Lexus
BR0620,DLR0149,Hon-M69,19026810,2,DT00291,4,11,2017,Ford Australia Motors,Panoz Motors,Honda
BR0621,DLR0063,Acu-M63,2376282,3,DT00292,4,3,2017,Ford do Brasil Motors,Ford do Brasil Motors,Acura
BR0623,DLR0023,BMW-M3,3861337,1,DT00292,11,7,2017,Ford do Brasil Motors,Bristol Motors,BMW
BR0624,DLR0003,BMW-M250,5611611,3,DT00293,15,3,2017,Ford do Brasil Motors,Aixam-Mega (including Arola) Motors,BMW
BR0625,DLR0250,Hon-M220,4640488,2,DT00293,17,11,2017,Ford do Brasil Motors,Aixam-Mega (including Arola) Motors,Honda
BR0627,DLR0210,Hyu-M160,7651808,1,DT00294,25,10,2017,Ford do Brasil Motors,ZAZ Motors,Hyundai
BR0629,DLR0170,Toy-M100,29452029,3,DT00296,3,3,2017,Ford do Brasil Motors,Saleen Motors,Toyota
BR0631,DLR0064,Hon-M64,6012624,2,DT00296,5,3,2017,Ford Europe Motors,Ford Europe Motors,Honda
BR0633,DLR0024,BMW-M4,3013862,1,DT00297,12,7,2017,Ford Europe Motors,British Leyland Motors,BMW
BR0634,DLR0004,MG-M251,23622411,3,DT00297,16,3,2017,Ford Europe Motors,Alfa Romeo Motors,MG
BR0635,DLR0251,For-M221,5988985,1,DT00298,18,11,2017,Ford Europe Motors,Alfa Romeo Motors,Ford
BR0637,DLR0211,Hyu-M161,3954015,3,DT00298,26,10,2017,Ford Europe Motors,ZIL Motors,Hyundai
BR0638,DLR0191,Ren-M131,5794861,1,DT00299,30,6,2017,Ford Europe Motors,Tata Motors,Renault
BR0640,DLR0151,Hon-M71,4211565,1,DT00299,6,11,2017,Ford Europe Motors,Peel Motors,Honda
BR0641,DLR0065,Hon-M65,5149104,1,DT00300,6,3,2017,Ford India Motors,Ford India Motors,Honda
BR0642,DLR0045,Cad-M35,14231264,2,DT00301,8,11,2017,Ford India Motors,Delahaye Motors,Cadillac
BR0643,DLR0025,BMW-M5,4091032,2,DT00302,13,7,2017,Ford India Motors,Austin-Healey Motors,BMW
BR0645,DLR0252,For-M222,6214728,1,DT00302,19,11,2017,Ford India Motors,Alpine Motors,Ford
BR0647,DLR0212,Hyu-M162,1334466,1,DT00303,27,10,2017,Ford India Motors,,Hyundai
BR0649,DLR0172,Toy-M102,27125628,3,DT00304,5,3,2017,Ford India Motors,San Motors,Toyota
BR0650,DLR0152,Hyu-M72,9455157,1,DT00304,7,11,2017,Ford India Motors,Perodua Motors,Hyundai
BR0651,DLR0066,Hon-M66,20033082,3,DT00305,7,3,2017,Freightliner Motors,Freightliner Motors,Honda
BR0653,DLR0026,Mer-M6,18850056,3,DT00305,14,7,2017,Freightliner Motors,"Austin, Rover Motors",Mercedes-Benz
BR0654,DLR0006,Jee-M253,1324649,1,DT00306,18,3,2017,Freightliner Motors,Alvis Motors,Jeep
BR0655,DLR0253,For-M223,12704400,3,DT00307,20,11,2017,Freightliner Motors,Alvis Motors,Ford
BR0657,DLR0213,Hyu-M163,27226500,3,DT00307,28,10,2017,Freightliner Motors,DKW Motors,Hyundai
BR0658,DLR0193,Toy-M133,6890318,1,DT00308,2,7,2017,Freightliner Motors,Tazzari Motors,Toyota
BR0660,DLR0153,Hyu-M73,8944803,1,DT00308,8,11,2017,Freightliner Motors,Peugeot Motors,Hyundai
BR0661,DLR0067,Hon-M67,11657025,3,DT00310,8,3,2017,FSO Motors,FSO Motors,Honda
BR0662,DLR0047,Cad-M37,6187158,2,DT00311,10,11,2017,FSO Motors,DeSoto Motors,Cadillac
BR0663,DLR0027,Mer-M7,25637433,3,DT00312,15,7,2017,FSO Motors,Bugatti Motors,Mercedes-Benz
BR0665,DLR0254,For-M224,5279922,2,DT00312,21,11,2017,FSO Motors,"AMC, Eagle Motors",Ford
BR0666,DLR0179,Mar-M139,16170344,2,DT00314,31,5,2017,Asia Motors Motors,Simca Motors,Maruti Suzuki
BR0667,DLR0214,Hyu-M164,12290682,2,DT00314,29,10,2017,FSO Motors,Horch Motors,Hyundai
BR0668,DLR0194,Toy-M134,27673701,3,DT00315,3,7,2017,FSO Motors,Tesla Motors,Toyota
BR0669,DLR0174,Toy-M104,618530,1,DT00315,7,3,2017,FSO Motors,Santana Motors,Toyota
